s	label	match	strunz	notes	elements	crystal	url	ima
gcmin:alacranite	Alacránite	<https://www.mindat.org/1:1:91:4>	02.FA.20	Popova V I, Popov V A, Clark A H, Polyakov V O, Borisovskii S E (1986) Alacránite, As<sub>8</sub>S<sub>9</sub> – a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 115(3), 360-368 Chemical formula changed: Burns P C, Percival J B (2001) Alacranite, As<sub>4</sub>S<sub>4</sub>: a new occurrence, new formula, and determination of the crystal structure, The Canadian Mineralogist 39, 809-818 Chemical formula changed again: Bonazzi P, Bindi L, Popova V, Pratesi G, Menchetti S (2003) Alacranite, As<sub>8</sub>S<sub>9</sub>: structural study of the holotype and re-assignment of the original chemical formula, American Mineralogist 88, 1796-1800	As | S	monoclinic	http://www.mindat.org/min-91.html	IMA1985-033
gcmin:alamosite	Alamosite	<https://www.mindat.org/1:1:93:8>	09.DO.20	Palache C, Merwin H E (1909) Alamosite, a new lead silicate from Mexico, American Journal of Science 27, 399-401	Pb | Si | O	monoclinic	http://www.mindat.org/min-93.html	
gcmin:alarsite	Alarsite	<https://www.mindat.org/1:1:94:5>	08.AA.05	Semenova T F, Vergasova L P, Filatov S K, Ananev V V (1994) Alarsite AlAsO<sub>4</sub>: A new mineral from volcanic exhalations, Doklady Akademii Nauk 338(4), 501-505	Al | As | O	hexagonal	http://www.mindat.org/min-94.html	IMA1993-003
gcmin:albite	Albite	<https://www.mindat.org/1:1:96:9>	09.FA.35	Gahn J G, Berzelius J (1815) Underfökning af nagra i grannskapet af Fahlun funna Fossilier, Afhandlingar i Fysik, Kemi och Mineralogi 4, 148-216 (see page 180)	Na | Al | Si | O	triclinic	http://www.mindat.org/min-96.html	
gcmin:albrechtschraufite	Albrechtschraufite	<https://www.mindat.org/1:1:97:6>	05.ED.15	Mereiter K (1984) The crystal structure of albrechtschraufite, MgCa<sub>4</sub>F<sub>2</sub>[(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>3</sub>]<sub>2</sub>·17H<sub>2</sub>O, Acta Crystallographica A40, C247-C247	Ca | Mg | U | O | C | F | H	triclinic	http://www.mindat.org/min-97.html	IMA1983-078
gcmin:alburnite	Alburnite	<https://www.mindat.org/1:1:43596:5>	02.BA	Tamas C G, Grobety B, Bailly L, Bernhardt H J, Minut A (2014) Alburnite, Ag_8_GeTe_2_S_4_, a new mineral species from the Rosia Montana Au-Ag epithermal deposit, Apuseni Mountains, Romania. American Mineralogist 99, 57-64	Ag | Ge | Te | S	cubic	http://www.mindat.org/min-43596.html	IMA2012-073
gcmin:alcaparrosaite	Alcaparrosaite	<https://www.mindat.org/1:1:42525:0>	07.DF	Kampf A R, Mills S J, Housley R M, Williams P A, Dini M (2012) Alcaparrosaite, K<sub>3</sub>Ti<sup>4+</sup>Fe<sup>3+</sup>(SO<sub>4</sub>)<sub>4</sub>O(H<sub>2</sub>O)<sub>2</sub>, a new hydrophobic Ti<sup>4+</sup> sulfate from Alcaparrosa, Chile, Mineralogical Magazine 76, 851-861	K | Ti | Fe | S | O | H	monoclinic	http://www.mindat.org/min-42525.html	IMA2011-024
gcmin:aldermanite	Aldermanite	<https://www.mindat.org/1:1:104:1>	08.DM.35	Harrowfield I R, Segnit E R, Watts J A (1981) Aldermanite, a new magnesium aluminium phosphate, Mineralogical Magazine 44, 59-62	Mg | Al | P | O | H	orthorhombic	http://www.mindat.org/min-104.html	IMA1980-044
gcmin:aldomarinoite	Aldomarinoite	<https://www.mindat.org/1:1:55606:4>	08.BG				https://www.mindat.org/min-55606.html	
gcmin:aldridgeite	Aldridgeite	<https://www.mindat.org/1:1:40398:4>	07.DF	Elliot P, Pring A (2015) Aldridgeite, a new mineral from the Block 14 open cut, Broken Hill, New South Wales. Australian Journal of Mineralogy 17, 67-71	Cd | Ca | Cu | Zn | S | O | H	monoclinic	http://www.mindat.org/min-40398.html	IMA2010-029
gcmin:aleksandrovite	Aleksandrovite	<https://www.mindat.org/1:1:39438:5>	09.CJ.25	Pautov L A, Agakhanov A A, Karpenko V Y, Gafurov F G (2010) Aleksandrovite KLi<sub>3</sub>Ca<sub>7</sub>Sn<sub>2</sub>[Si<sub>6</sub>O<sub>18</sub>]<sub>2</sub>F<sub>2</sub> - a new tin mineral, New Data on Minerals. Moscow 45, 5-16	K | Ca | Sn | Li | Si | O | F	monoclinic	http://www.mindat.org/min-39438.html	IMA2009-004
gcmin:aleksite	Aleksite	<https://www.mindat.org/1:1:108:7>	02.GC.40a	Lipovetskii A G, Borodaev Y S, Zav´yalov E N (1978) Aleksite, PbBi<sub>2</sub>Te<sub>2</sub>S<sub>2</sub>, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 107(3), 315-321	Pb | Bi | Te | S	hexagonal	http://www.mindat.org/min-108.html	IMA1977-038
<https://w3id.org/geochem/1.0/mingroup/39723>	Aleksite Group	<https://www.mindat.org/1:1:39723:0>					https://mindat.org/min-39723.html	
gcmin:alflarsenite	Alflarsenite	<https://www.mindat.org/1:1:38701:1>	09	Raade G, Grice J D, Cooper M A (2009) Alflarsenite, a new beryllium-silicate zeolite from a syenitic pegmatite in the Larvik plutonic complex, Oslo Region, Norway, European Journal of Mineralogy 21, 893-900	Na | Ca | Be | Si | O | H	monoclinic	http://www.mindat.org/min-38701.html	IMA2008-023
gcmin:alforsite	Alforsite	<https://www.mindat.org/1:1:112:0>	08.BN.05	Newberry N G, Essene E J, Peacor D R (1981) Alforsite, a new member of the apatite group: the barium analogue of chlorapatite, American Mineralogist 66, 1050-1053	Ba | P | O | Cl	hexagonal	http://www.mindat.org/min-112.html	IMA1980-039
gcmin:alfredstelznerite	Alfredstelznerite	<https://www.mindat.org/1:1:35790:4>	06.D	Galliski M A, Cooper M A, Márquez-Zavalía M F, Hawthorne F C (2010) Alfredstelznerite: A new species of calcium borate hydrate from the Santa Rosa mine, Salta, Northwestern Argentina, The Canadian Mineralogist 48, 123-128	Ca | H | O | B	orthorhombic	http://www.mindat.org/min-35790.html	IMA2007-050
gcmin:algodonite	Algodonite	<https://www.mindat.org/1:1:114:8>	02.AA.10a	Field F (1857) On algodonite, a new mineral containing arsenic and copper, The Quarterly Journal of the Chemical Society 10, 289-292 Chemical formula revised: Bayliss P (1990) Revised unit cell dimensions, space group, and chemical formula of some metallic minerals, The Canadian Mineralogist 28, 751-755	Cu | As	hexagonal	http://www.mindat.org/min-114.html	
gcmin:alicewilsonite-yce	Alicewilsonite-(YCe)	<https://www.mindat.org/1:1:55237:8>	05.CC				https://www.mindat.org/min-55237.html	
gcmin:aliettite	Aliettite	<https://www.mindat.org/1:1:115:7>	09.EC.60	Veniale F, van der Marel H W (1969) Identification of some 1:1 regular interstratified trioctahedral clay minerals, Proceedings of the International Clay Conference, Tokyo 1, 233-244 Redefined: Bailey S W (1981) A system of nomenclature for regular interstratifications, The Canadian Mineralogist 19, 651-655	Ca | Mg | Si | Al | O | H		http://www.mindat.org/min-115.html	
<https://w3id.org/geochem/1.0/mingroup/118>	Alkali Feldspar	<https://www.mindat.org/1:1:118:4>					https://www.mindat.org/min-118.html	
gcmin:alkalipyroxene	Alkali pyroxene	<https://www.mindat.org/1:1:48005:3>					https://www.mindat.org/min-48005.html	
gcmin:allactite	Allactite	<https://www.mindat.org/1:1:122:7>	08.BE.30	Sjögren A (1884) Allaktit, ett nytt manganarseniat från Mossgrufvan å Nordmarksfältet, Geologiska Föreningens i Stockholm Förhandlingar 7, 109-111	Mn | As | O | H	monoclinic	http://www.mindat.org/min-122.html	
<https://w3id.org/geochem/1.0/mingroup/40541>	Allactite Group	<https://www.mindat.org/1:1:40541:4>					https://mindat.org/min-40541.html	
<https://w3id.org/geochem/1.0/mingroup/46220>	Allanite Group	<https://www.mindat.org/1:1:46220:6>					https://mindat.org/min-46220.html	
gcmin:allanite-ce	Allanite-(Ce)	<https://www.mindat.org/1:1:125:4>	09.BG.05b	Thomson T (1812) Experiments on allanite, a new mineral from Greenland, Transactions of the Royal Society of Edinburgh 6, 371-386 Name changed from allanite: Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042	Ca | Ce | Al | Fe | Si | O | H	monoclinic, unknown	http://www.mindat.org/min-125.html	
gcmin:allanite-la	Allanite-(La)	<https://www.mindat.org/1:1:126:3>	09.BG.05b	While the name has been used previously, it was only officially approved by IMA with this publication: Orlandi P, Pasero M (2006) Allanite-(La) from Buca della Vena mine, Apuan Alps, Italy, an epidote-group mineral, The Canadian Mineralogist 44, 63-68	Ca | La | Al | Fe | Si | O | H	monoclinic	http://www.mindat.org/min-126.html	IMA2003-065
gcmin:allanite-nd	Allanite-(Nd)	<https://www.mindat.org/1:1:36831:7>	09.BG.05b	Škoda R, Cempírek J, Filip J, Novák M, Veselovský F, Ctvrtlík R (2012) Allanite-(Nd), CaNdAl<sub>2</sub>Fe<sup>2+</sup>(SiO<sub>4</sub>)(Si<sub>2</sub>O<sub>7</sub>)O(OH), a new mineral from Åskagen, Sweden, American Mineralogist 97, 983-988	Ca | Nd | Al | Fe | Si | O | H	monoclinic	https://www.mindat.org/min-36831.html	IMA2010-060
gcmin:allanite-y	Allanite-(Y)	<https://www.mindat.org/1:1:127:2>	09.BG.05b	Nel H J, Strauss C A, Wickman F E (1949) Lombaardite, a new mineral from the Zaaiplaats Tin Mine, Central Transvaal, Union of South Africa Department of Mines, Geological Survey Memoir 43, 45-57 Name changed from lombaardite: Levinson A A (1966) A system of nomenclature for rare-earth minerals, American Mineralogist 51, 152-158	Ca | Y | Al | Fe | Si | O | H	monoclinic	http://www.mindat.org/min-127.html	
gcmin:allanpringite	Allanpringite	<https://www.mindat.org/1:1:27431:9>	08.DC.50	Kolitsch U, Bernhardt H J, Lengauer C L, Blass G, Tillmanns E (2006) Allanpringite, Fe<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>3</sub>·5H<sub>2</sub>O, a new ferric iron phosphate from Germany, and its close relation to wavellite, European Journal of Mineralogy 18, 793-801	Fe | P | O | H	monoclinic	http://www.mindat.org/min-27431.html	IMA2004-050
gcmin:allantoin	Allantoin	<https://www.mindat.org/1:1:55045:9>	10.CA				https://www.mindat.org/min-55045.html	
gcmin:allargentum	Allargentum	<https://www.mindat.org/1:1:128:1>	02.AA.30	Ramdohr P (1949) Neue erzmineralien, Fortschritte der Mineralogie 28, 69-70 Redefined: Petruk W, Cabri L J, Harris D C, Stewart J M, Clark L A (1970) Allargentum, redefined, The Canadian Mineralogist 10, 163-172	Ag | Sb	hexagonal	http://www.mindat.org/min-128.html	
gcmin:alleghanyite	Alleghanyite	<https://www.mindat.org/1:1:129:0>	09.AF.45	Ross C S, Kerr P F (1932) The manganese minerals of a vein near Bald Knob, North Carolina, American Mineralogist 17, 1-15	Mn | Si | O | H	monoclinic	http://www.mindat.org/min-129.html	
gcmin:allochalcoselite	Allochalcoselite	<https://www.mindat.org/1:1:27596:5>	04.JG.40	Vergasova L P, Krivovichev S V, Britvin S N, Fitatov S K, Berns P K, Ananyev V V (2005) Allochalcoselite, Cu<sup>+</sup>Cu<sup>2+</sup><sub>5</sub>PbO<sub>2</sub>(SeO<sub>3</sub>)<sub>2</sub>Cl<sub>5</sub> - a new mineral from volcanic exhalations (Kamchatka, Russia), Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 134(3), 70-74	Cu | Pb | O | Se | Cl	monoclinic	http://www.mindat.org/min-27596.html	IMA2004-025
gcmin:alloclasite	Alloclasite	<https://www.mindat.org/1:1:134:2>	02.EB.10b	Tschermak G (1866) Der alloklas und der sogenannte glaukodot von Orawicza, Sitzungsberichte der Kaiserlichen Akademie der Wissenschaften 53, 220-225	Co | As | S	monoclinic	http://www.mindat.org/min-134.html	
gcmin:allophane	Allophane	<https://www.mindat.org/1:1:139:7>	09.ED.20	Hausmann J F L, Stromeyer F (1816) Report at the Royal Academy of Sciences Göttingen meeting 13 July, 1816 on silberkupferglanz and allophan, Göttingische Gelehrte Anzeigen 2, 1249-1253	Al | O | Si | H		http://www.mindat.org/min-139.html	
gcmin:alloriite	Alloriite	<https://www.mindat.org/1:1:29546:4>	09.FB.05	Chukanov N V, Rastsvetaeva R K, Pekov I V, Zadov A E (2007) Alloriite, Na<sub>5</sub>K<sub>1.5</sub>Ca(Si<sub>6</sub>Al<sub>6</sub>O<sub>24</sub>)(SO<sub>4</sub>)·(OH)<sub>0.5</sub>·H<sub>2</sub>O, a new mineral of the cancrinite group, Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 136(1), 82-89 Chemical formula revised: Rastsvetaeva R K, Ivanova A G, Chukanov N V, Verin I A (2007) Crystal structure of alloriite, Doklady Earth Sciences 415, 815-819	Na | K | Ca | Si | Al | O | S | C | H | Cl	hexagonal	http://www.mindat.org/min-29546.html	IMA2006-020
gcmin:alluaivite	Alluaivite	<https://www.mindat.org/1:1:141:2>	09.CO.10	Khomyakov A P, Netschelyustov G N, Rastsvetaeva R K (1990) Alluaivite Na<sub>19</sub>(Ca,Mn)<sub>6</sub>(Ti,Nb)<sub>3</sub>Si<sub>26</sub>O<sub>74</sub>Cl·2H<sub>2</sub>O – a new titanosilicate of eudialyte–like structure, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 119(1), 117-120	Na | Ca | Mn | Ti | Nb | Si | O | Cl | H	hexagonal	http://www.mindat.org/min-141.html	IMA1988-052
gcmin:alluaudite	Alluaudite	<https://www.mindat.org/1:1:142:1>	08.AC.10	Damour A A (1848) Sur un nouveau phosphate de fer, de manganèse et de soude, l'alluaudite, trouvé dans le département de la Haute-Vienne, Annales des Mines 13, 341-350 Redefined: Moore P B, Ito J (1979) Alluaudites, wyllieites, arrojadites: crystal chemistry and nomenclature, Mineralogical Magazine 43, 227-235	Na | Ca | Mn | Mg | Fe | P | O	monoclinic	http://www.mindat.org/min-142.html	
<https://w3id.org/geochem/1.0/mingroup/29266>	Alluaudite Group	<https://www.mindat.org/1:1:29266:1>					https://mindat.org/min-29266.html	
<https://w3id.org/geochem/1.0/mingroup/53044>	Alluaudite Supergroup	<https://www.mindat.org/1:1:53044:6>					https://mindat.org/min-53044.html	
gcmin:almandine	Almandine	<https://www.mindat.org/1:1:452:5>	09.AD.25	Mineral name, or its predecessor alabandina, has been known since antiquity and predates any formal descriptive publication.	Fe | Al | Si | O	cubic	http://www.mindat.org/min-452.html	
gcmin:almarudite	Almarudite	<https://www.mindat.org/1:1:25681:8>	09.CM.05	Mihajlovic T, Lengauer C L, Ntaflos T, Lolitsch U, Tillmanns E (2004) Two new minerals, rondorfite, Ca<sub>8</sub>Mg[SiO<sub>4</sub>]<sub>4</sub>Cl<sub>2</sub>, and almarudite, K([box],Na)<sub>2</sub>(Mn,Fe,Mg)<sub>2</sub>(Be,Al)<sub>3</sub>[Si<sub>12</sub>O<sub>30</sub>], and a study of iron-rich wadalite, Ca<sub>12</sub>[(Al<sub>8</sub>Si<sub>4</sub>Fe<sub>2</sub>)O<sub>32</sub>]C<sub>16</sub>, from the Bellerberg (Bellberg) volcano, Eifel, Germany, Neues Jahrbuch für Mineralogie, Abhandlungen 179, 265-294	K | Na | Mn | Fe | Mg | Be | Al | Si | O	hexagonal	http://www.mindat.org/min-25681.html	IMA2002-048
gcmin:almeidaite	Almeidaite	<https://www.mindat.org/1:1:43884:7>	04	Menezes L A D, Chukanov N V, Rastsvetaeva R K, Aksenov S M, Pekov I V, Chaves M L S C, Richards R P, Atencio D, Brandão P R G, Scholz R, Krambrock K, Moreira R L, Guimarães F S, Romano A W, Persiano A C, de Oliveira L C A, Ardisson J D (2015) Almeidaite, Pb(Mn,Y)Zn_2_(Ti,Fe^3+^)_18_O_36_(O,OH)_2_, a new crichtonite-group mineral, from Novo Horizonte, Bahia, Brazil. Mineralogical Magazine 79, 269-283	Pb | Zn | Mn | Y | Ti | Fe | O | H	hexagonal	https://www.mindat.org/min-43884.html	IMA2013-020
gcmin:alnaperboeite-ce	Alnaperbøeite-(Ce)	<https://www.mindat.org/1:1:43577:0>	09.BG	Bonazzi P, Lepore G O, Bindi L, Chopin C, Husdal T A, Medenbach O (2014) Perbøeite-(Ce) and alnaperbøeite-(Ce), two new members of the epidote-törnebohmite polysomatic series: Chemistry, structure, dehydrogenation, and clue for a sodian epidote end-member. American Mineralogist 99, 157-169	Ca | Ce | Na | Al | Si | O | H	monoclinic	https://www.mindat.org/min-43577.html	IMA2012-054
gcmin:alpeite	Alpeite	<https://www.mindat.org/1:1:50779:4>	09.BJ.40	Kampf A R, Carbone C, Belmonte D, Nash B P, Chiappino L, Castellaro F (2017) Alpeite, Ca_4_Mn^3+^_2_Al_2_(Mn^3+^Mg)(SiO_4_)_2_(Si_3_O_10_)(V^5+^O_4_)(OH)_6_ a new ardennite-group mineral from Italy. 29, 907-914	Ca | Mn | Al | Mg | Si | O | V | H	orthorhombic	https://www.mindat.org/min-50779.html	IMA2016-072
gcmin:alpersite	Alpersite	<https://www.mindat.org/1:1:27526:6>	07.CB.35	Peterson R C, Hammarstrom J M, Seal R R (2006) Alpersite (Mg,Cu)SO<sub>4</sub>·7H<sub>2</sub>O, a new mineral of the melanterite group, and cuprian pentahydrite: Their occurrence within mine waste, American Mineralogist 91, 261-269	Mg | Cu | S | O | H	monoclinic	http://www.mindat.org/min-27526.html	IMA2003-040
gcmin:alsakharovite-zn	Alsakharovite-Zn	<https://www.mindat.org/1:1:26417:2>	09.CE.30h	Pekov I V, Chukanov N V, Zadov A E, Rosenberg K A, Rastsvetaeva R K (2003) Alsakharovite-Zn, NaSrKZn(Ti,Nb)<sub>4</sub>[Si<sub>4</sub>O<sub>12</sub>]<sub>2</sub>(O,OH)<sub>4</sub>·7H<sub>2</sub>O, a new mineral of the labuntsovite group from Lovozero massif, Kola Peninsula, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 132(1), 52-58	Na | Sr | K | Zn | Ti | Nb | Si | O | H	monoclinic	http://www.mindat.org/min-26417.html	IMA2002-003
gcmin:alstonite	Alstonite	<https://www.mindat.org/1:1:146:7>	05.AB.35	Breithaupt A (1841) Holoëdrites syntheticus oder alstonit, Vollständiges Handbuch der Mineralogie 2, 255-256	Ba | Ca | C | O	orthorhombic, triclinic	http://www.mindat.org/min-146.html	
gcmin:altaite	Altaite	<https://www.mindat.org/1:1:147:6>	02.CD.10	Haidinger W (1845) Zweite Klasse: Geogenide. XII. Ordung. Metalle. II. Tellur. Altait, in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 556-559	Pb | Te	cubic	http://www.mindat.org/min-147.html	
gcmin:alterite	Alterite	<https://www.mindat.org/1:1:53102:9>	07.DE.42	Yang, H., Gibbs, R.B., Evans, S.H., Downs, R.T. and Jabrin, Z. (2018) Alterite, IMA 2018-070. CNMNC Newsletter No. 45, October 2018, page xxx; Mineralogical Magazine, 82, xxx-xxx	Zn | Fe | S | O | C | H	monoclinic	https://www.mindat.org/min-53102.html	IMA2018-070
gcmin:althausite	Althausite	<https://www.mindat.org/1:1:148:5>	08.BB.25	Raade G, Tysseland M (1975) Althausite, a new mineral from Modum, Norway, Lithos 8, 215-219 Chemical formula revised: Rømming C, Raade G (1980) The crystal structure of althausite, Mg<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(OH,O)(F,[box]), American Mineralogist 65, 488-498	Mg | P | O | H | F	orthorhombic	http://www.mindat.org/min-148.html	IMA1974-050
gcmin:althupite	Althupite	<https://www.mindat.org/1:1:149:4>	08.EC.25	Piret P, Deliens M (1987) Les phosphates d'uranyle et d'aluminium de Kobokobo IX. L'althupite AlTh(UO<sub>2</sub>)[(UO<sub>2</sub>)<sub>3</sub>O(OH)PO<sub>4</sub>)<sub>2</sub>]<sub>2</sub>(OH)<sub>3</sub>·15H<sub>2</sub>O, nouveau mineral; properties et structures cristalline, Bulletin de Minéralogie 110, 65-72	Al | Th | U | O | P | H	triclinic	http://www.mindat.org/min-149.html	IMA1986-003
gcmin:altisite	Altisite	<https://www.mindat.org/1:1:150:0>	09.DP.40	Khomyakov A P, Nechelyustov G N, Ferraris G, Ivaldi G (1994) Altisite Na<sub>3</sub>K<sub>6</sub>Ti<sub>2</sub>Al<sub>2</sub>Si<sub>8</sub>O<sub>26</sub>Cl<sub>3</sub> – a new mineral, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 123(6), 82-86	Na | K | Ti | Al | Si | O | Cl	monoclinic	http://www.mindat.org/min-150.html	IMA1993-055
<https://w3id.org/geochem/1.0/mingroup/152>	Alum Group	<https://www.mindat.org/1:1:152:8>					https://mindat.org/min-152.html	
gcmin:alum-k	Alum-(K)	<https://www.mindat.org/1:1:3267:0>	07.CC.20	Pliny (77) Book XXXV, Chapter 52. Alumen, and the several varieties of it; thirty-eight remedies, in The Natural History of Pliny Potassium species distinguished: Palache C, Berman H, Frondel C (1951) 29.5.5.1 Potash alum [KAl(SO<sub>4</sub>)<sub>2</sub>·12H<sub>2</sub>O], in The System of Mineralogy, Volume II, Seventh Edition, John Wiley and Sons, Inc (New York) 472-474 Name changed from potassium alum: Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135	K | Al | S | O | H	cubic	http://www.mindat.org/min-3267.html	
